Local time,Open,High,Low,Close,Volume
23.11.2021 00:00:00.000 GMT-0000,21.337,21.737,20.767,20.767,15378.6738
24.11.2021 00:00:00.000 GMT-0000,21.356,21.717,20.416,20.467,9419.6348
25.11.2021 00:00:00.000 GMT-0000,20.467,20.467,20.467,20.467,0
26.11.2021 00:00:00.000 GMT-0000,22.926,25.197,22.616,24.916,19132.8066
27.11.2021 00:00:00.000 GMT-0000,24.916,24.916,24.916,24.916,0
28.11.2021 00:00:00.000 GMT-0000,24.916,24.916,24.916,24.916,0
29.11.2021 00:00:00.000 GMT-0000,23.147,23.347,21.626,22.266,13265.8936
30.11.2021 00:00:00.000 GMT-0000,23.487,25.507,23.017,25.347,40391.4375
01.12.2021 00:00:00.000 GMT-0000,23.606,27.357,22.747,27.357,34144.7031
02.12.2021 00:00:00.000 GMT-0000,26.407,26.947,25.166,25.696,46807.668
03.12.2021 00:00:00.000 GMT-0000,25.467,30.137,25.297,27.986,68272.7969
04.12.2021 00:00:00.000 GMT-0000,27.986,27.986,27.986,27.986,0
05.12.2021 00:00:00.000 GMT-0000,27.986,27.986,27.986,27.986,0
06.12.2021 00:00:00.000 GMT-0000,26.946,27.927,25.636,25.716,36.902
07.12.2021 00:00:00.000 GMT-0000,24.277,24.277,22.596,22.907,7855.1914
08.12.2021 00:00:00.000 GMT-0000,22.696,22.987,21.527,21.587,9671.0322
09.12.2021 00:00:00.000 GMT-0000,21.576,22.627,21.226,22.167,10942.4971
10.12.2021 00:00:00.000 GMT-0000,21.117,21.827,20.746,20.777,9723.2695
11.12.2021 00:00:00.000 GMT-0000,20.777,20.777,20.777,20.777,0
12.12.2021 00:00:00.000 GMT-0000,20.777,20.777,20.777,20.777,0
13.12.2021 00:00:00.000 GMT-0000,20.967,21.837,20.926,21.587,14167.9297
14.12.2021 00:00:00.000 GMT-0000,22.326,22.997,21.717,21.907,14472.54
15.12.2021 00:00:00.000 GMT-0000,22.117,22.986,20.346,20.417,25088.418
16.12.2021 00:00:00.000 GMT-0000,20.056,21.966,19.956,21.296,20495.2617
17.12.2021 00:00:00.000 GMT-0000,22.097,22.616,21.116,21.946,25265.3066
18.12.2021 00:00:00.000 GMT-0000,21.946,21.946,21.946,21.946,0
19.12.2021 00:00:00.000 GMT-0000,21.946,21.946,21.946,21.946,0
20.12.2021 00:00:00.000 GMT-0000,23.986,24.856,22.596,22.756,31111.4121
21.12.2021 00:00:00.000 GMT-0000,22.016,22.556,21.407,21.667,9025.1563
22.12.2021 00:00:00.000 GMT-0000,21.576,21.597,20.386,20.397,5590.1118
23.12.2021 00:00:00.000 GMT-0000,20.196,20.267,19.946,20.166,1978.051
24.12.2021 00:00:00.000 GMT-0000,20.166,20.166,20.166,20.166,0
25.12.2021 00:00:00.000 GMT-0000,20.166,20.166,20.166,20.166,0
26.12.2021 00:00:00.000 GMT-0000,20.166,20.166,20.166,20.166,0
27.12.2021 00:00:00.000 GMT-0000,20.006,20.276,19.596,19.687,1909.0405
28.12.2021 00:00:00.000 GMT-0000,19.556,19.767,19.196,19.196,4666.123
29.12.2021 00:00:00.000 GMT-0000,19.156,19.377,18.546,18.707,3688.1086
30.12.2021 00:00:00.000 GMT-0000,18.596,18.866,18.276,18.687,2335.0637
31.12.2021 00:00:00.000 GMT-0000,18.637,18.846,18.366,18.526,3875.0938
