Local time,Open,High,Low,Close,Volume
26.10.2021 01:00:00.000 GMT+0100,35774.779,35891.497,35732.709,35782.219,24.255
27.10.2021 01:00:00.000 GMT+0100,35783.279,35827.219,35497.219,35559.259,25.678
28.10.2021 01:00:00.000 GMT+0100,35561.199,35769.289,35499.499,35718.279,24.0761
29.10.2021 01:00:00.000 GMT+0100,35719.299,35851.299,35599.599,35840.719,28.3874
30.10.2021 01:00:00.000 GMT+0100,35840.719,35840.719,35840.719,35840.719,0
31.10.2021 01:00:00.000 GMT+0100,35889.729,35937.997,35863.999,35917.229,0.8382
01.11.2021 00:00:00.000 GMT-0000,35917.729,36004.299,35797.299,35891.289,20.8676
02.11.2021 00:00:00.000 GMT-0000,35892.499,36086.279,35808.199,36024.799,21.5667
03.11.2021 00:00:00.000 GMT-0000,36024.249,36191.749,35889.199,36179.259,18.0042
04.11.2021 00:00:00.000 GMT-0000,36179.759,36184.797,35986.719,36143.789,20.2138
05.11.2021 00:00:00.000 GMT-0000,36143.709,36492.249,36066.509,36284.709,28.2717
06.11.2021 00:00:00.000 GMT-0000,36284.709,36284.709,36284.709,36284.709,0
07.11.2021 00:00:00.000 GMT-0000,36255.229,36365.289,36249.269,36312.289,0.8224
08.11.2021 00:00:00.000 GMT-0000,36310.219,36560.779,36268.709,36380.269,23.4759
09.11.2021 00:00:00.000 GMT-0000,36381.249,36432.549,36171.229,36255.769,22.2664
10.11.2021 00:00:00.000 GMT-0000,36255.289,36351.289,36007.299,36044.299,23.5164
11.11.2021 00:00:00.000 GMT-0000,36044.267,36158.297,35915.259,35972.279,22.0096
12.11.2021 00:00:00.000 GMT-0000,35971.759,36147.289,35929.739,36127.769,20.1392
13.11.2021 00:00:00.000 GMT-0000,36127.769,36127.769,36127.769,36127.769,0
14.11.2021 00:00:00.000 GMT-0000,36127.729,36167.799,36121.709,36129.749,0.5722
15.11.2021 00:00:00.000 GMT-0000,36130.779,36257.059,36033.209,36098.279,23.3439
16.11.2021 00:00:00.000 GMT-0000,36098.779,36318.499,36028.559,36170.269,21.828
17.11.2021 00:00:00.000 GMT-0000,36169.709,36172.289,35876.729,35914.279,21.6556
18.11.2021 00:00:00.000 GMT-0000,35913.799,36019.799,35653.209,35894.999,22.2008
19.11.2021 00:00:00.000 GMT-0000,35895.259,36046.779,35550.199,35618.259,31.0763
20.11.2021 00:00:00.000 GMT-0000,35618.259,35618.259,35618.259,35618.259,0
21.11.2021 00:00:00.000 GMT-0000,35643.739,35670.499,35622.199,35630.259,0.5006
22.11.2021 00:00:00.000 GMT-0000,35631.259,35928.499,35581.739,35661.779,26.4106
23.11.2021 00:00:00.000 GMT-0000,35662.779,35842.209,35419.049,35775.499,41.7396
24.11.2021 00:00:00.000 GMT-0000,35774.999,35851.497,35581.239,35845.499,32.2977
25.11.2021 00:00:00.000 GMT-0000,35845.267,35951.277,35661.499,35676.499,7.8632
26.11.2021 00:00:00.000 GMT-0000,35677.219,35679.497,34712.257,34713.719,40.8544
27.11.2021 00:00:00.000 GMT-0000,34713.719,34713.719,34713.719,34713.719,0
28.11.2021 00:00:00.000 GMT-0000,34800.219,35138.779,34800.219,35076.719,2.1307
29.11.2021 00:00:00.000 GMT-0000,35074.699,35300.089,34894.229,35229.779,38.23
30.11.2021 00:00:00.000 GMT-0000,35230.729,35278.259,34429.229,34537.719,51.2961
01.12.2021 00:00:00.000 GMT-0000,34537.789,35003.789,33949.699,34160.209,42.81
02.12.2021 00:00:00.000 GMT-0000,34159.749,34757.999,34078.799,34540.249,47.1369
03.12.2021 00:00:00.000 GMT-0000,34539.749,34805.789,34261.239,34554.719,41.4746
04.12.2021 00:00:00.000 GMT-0000,34554.719,34554.719,34554.719,34554.719,0
05.12.2021 00:00:00.000 GMT-0000,34650.209,34785.499,34593.739,34772.209,0.9324
06.12.2021 00:00:00.000 GMT-0000,34774.219,35355.497,34643.559,35253.249,29.5877
07.12.2021 00:00:00.000 GMT-0000,35254.299,35818.789,35207.299,35739.239,22.5856
08.12.2021 00:00:00.000 GMT-0000,35739.259,35935.587,35597.249,35733.249,23.1976
09.12.2021 00:00:00.000 GMT-0000,35733.199,35862.999,35574.019,35766.209,22.0202
10.12.2021 00:00:00.000 GMT-0000,35766.279,35986.999,35707.199,35976.239,22.137
11.12.2021 00:00:00.000 GMT-0000,35976.239,35976.239,35976.239,35976.239,0
12.12.2021 00:00:00.000 GMT-0000,36029.156,36052.566,36015.106,36043.146,0.0145
13.12.2021 00:00:00.000 GMT-0000,36042.116,36125.277,35608.279,35694.229,32.6279
14.12.2021 00:00:00.000 GMT-0000,35693.259,35779.059,35433.209,35558.299,34.1546
15.12.2021 00:00:00.000 GMT-0000,35559.229,36001.249,35377.749,35971.779,26.1171
16.12.2021 00:00:00.000 GMT-0000,35971.747,36210.299,35768.249,35911.249,32.4654
17.12.2021 00:00:00.000 GMT-0000,35915.729,35979.589,35270.709,35421.199,42.7815
18.12.2021 00:00:00.000 GMT-0000,35421.199,35421.199,35421.199,35421.199,0
19.12.2021 00:00:00.000 GMT-0000,35372.729,35437.279,35162.729,35176.259,0.4357
20.12.2021 00:00:00.000 GMT-0000,35176.269,35250.779,34662.719,35074.239,37.7707
21.12.2021 00:00:00.000 GMT-0000,35075.229,35527.799,34972.289,35493.219,34.1512
22.12.2021 00:00:00.000 GMT-0000,35494.719,35791.259,35406.029,35772.289,27.4904
23.12.2021 00:00:00.000 GMT-0000,35771.719,36064.999,35744.229,35961.789,19.9574
24.12.2021 00:00:00.000 GMT-0000,35961.789,35961.789,35961.789,35961.789,0
25.12.2021 00:00:00.000 GMT-0000,35961.789,35961.789,35961.789,35961.789,0
26.12.2021 00:00:00.000 GMT-0000,35968.749,36000.789,35944.299,35971.269,0.1736
27.12.2021 00:00:00.000 GMT-0000,35973.999,36320.779,35874.249,36260.229,19.9152
28.12.2021 00:00:00.000 GMT-0000,36259.729,36523.799,36228.239,36432.219,20.0953
29.12.2021 00:00:00.000 GMT-0000,36432.709,36571.769,36362.699,36470.229,17.3071
30.12.2021 00:00:00.000 GMT-0000,36469.749,36683.279,36372.199,36397.249,16.4981
31.12.2021 00:00:00.000 GMT-0000,36397.279,36485.499,36236.269,36389.699,19.6403
